ETC Registers

Sl.no,Register Address,Value
2910,db5d,0000
2911,db5e,0000
2912,db5f,0000
2913,db60,0000
2914,db61,0000
2915,db62,0000
2916,db63,0000
2917,db64,0000
2918,db65,0000
2919,db66,0000
2920,db67,0000
2921,db68,0000
2922,db69,0000
2923,db6a,0000
2924,db6b,0000
2925,db6c,0000
2926,db6d,0000
2927,db6e,0000
2928,db6f,0000
2929,db70,0000
2930,db71,0000
2931,db72,0000
2932,db73,0000
2933,db74,0000
2934,db75,0000
2935,db76,0000
2936,db77,0000
2937,db78,0000
2938,db79,0000
2939,db7a,0000
2940,db7b,0000
2941,db7c,0000
2942,db7d,0000
2943,db7e,0000
2944,db7f,0000
2945,db80,0000
2946,db81,0000
2947,db82,0000
2948,db83,0000
2949,db84,0000
2950,db85,0000
2951,db86,0000
2952,db87,0000
2953,db88,0000
2954,db89,0000
2955,db8a,0000
2956,db8b,0000
2957,db8c,0000
2958,db8d,0000
2959,db8e,0000
2960,db8f,0000
2961,db90,0000
2962,db91,0000
2963,db92,0000
2964,db93,0000
2965,db94,0000
2966,db95,0000
2967,db96,0000
2968,db97,0000
2969,db98,0000
2970,db99,0000
2971,db9a,0000
2972,db9b,0000
2973,db9c,0000
2974,db9d,0000
2975,db9e,0000
2976,db9f,0000
2977,dba0,0000
2978,dba1,0000
2979,dba2,0000
2980,dba3,0000
2981,dba4,0000
2982,dba5,0000
2983,dba6,0000
2984,dba7,0000
2985,dba8,0000
2986,dba9,0000
2987,dbaa,0000
2988,dbab,0000
2989,dbac,0000
2990,dbad,0000
2991,dbae,0000
2992,dbaf,0000
2993,dbb0,0000
2994,dbb1,0000
2995,dbb2,0000
2996,dbb3,0000
2997,dbb4,0000
2998,dbb5,0000
2999,dbb6,0000
3000,dbb7,0000
3001,dbb8,0000
3002,dbb9,0000
3003,dbba,0000
3004,dbbb,0000
3005,dbbc,0000
3006,dbbd,0000
3007,dbbe,0000
3008,dbbf,0000
3009,dbc0,0000
3010,dbc1,0000
3011,dbc2,0000
3012,dbc3,0000
3013,dbc4,0000
3014,dbc5,0000
3015,dbc6,0000
3016,dbc7,0000
3017,dbc8,0000
3018,dbc9,0000
3019,dbca,0000
3020,dbcb,0000
3021,dbcc,0000
3022,dbcd,0000
3023,dbce,0000
3024,dbcf,0000
3025,dbd0,0000
3026,dbd1,0000
3027,dbd2,0000
3028,dbd3,0000
3029,dbd4,0000
3030,dbd5,0000
3031,dbd6,0000
3032,dbd7,0000
3033,dbd8,0000
3034,dbd9,0000
3035,dbda,0000
3036,dbdb,0000
3037,dbdc,0000
3038,dbdd,0000
3039,dbde,0000
3040,dbdf,0000
3041,dbe0,0000
3042,dbe1,0000
3043,dbe2,0000
3044,dbe3,0000
3045,dbe4,0000
3046,dbe5,0000
3047,dbe6,0000
3048,dbe7,0000
3049,dbe8,0000
3050,dbe9,0000
3051,dbea,0000
3052,dbeb,0000
3053,dbec,0000
3054,dbed,0000
3055,dbee,0000
3056,dbef,0000
3057,dbf0,0000
3058,dbf1,0000
3059,dbf2,0000
3060,dbf3,0000
3061,dbf4,0000
3062,dbf5,0000
3063,dbf6,0000
3064,dbf7,0000
3065,dbf8,0000
3066,dbf9,0000
3067,dbfa,0000
3068,dbfb,0000
3069,dbfc,0000
3070,dbfd,0000
3071,dbfe,0000
3072,dbff,0000
3073,dc00,0000
3074,dc01,0001
3075,dc02,0040
3076,dc03,0000
3077,dc04,0001
3078,dc05,0040
3079,dc06,0000
3080,dc07,0000
3081,dc08,0000
3082,dc09,0000
3083,dc0a,0000
3084,dc0b,0000
3085,dc0c,0000
3086,dc0d,0000
3087,dc0e,0000
3088,dc0f,0000
3089,dc10,0000
3090,dc11,0000
3091,dc12,0000
3092,dc13,0000
3093,dc14,0000
3094,dc15,0000
3095,dc16,0000
3096,dc17,0000
3097,dc18,0000
3098,dc19,0000
3099,dc1a,0000
3100,dc1b,0000
3101,dc1c,0000
3102,dc1d,0000
3103,dc1e,0000
3104,dc1f,0000
3105,dc20,0000
3106,dc21,0000
3107,dc22,0000
3108,dc23,0000
3109,dc24,0000
3110,dc25,0000
3111,dc26,0000
3112,dc27,0000
3113,dc28,0000
3114,dc29,0000
3115,dc2a,0000
3116,dc2b,0000
3117,dc2c,0000
3118,dc2d,0000
3119,dc2e,0000
3120,dc2f,0000
3121,dc30,0000
3122,dc31,0000
3123,dc32,0000
3124,dc33,0000
3125,dc34,0000
3126,dc35,0000
3127,dc36,0000
3128,dc37,0000
3129,dc38,0000
3130,dc39,0000
3131,dc3a,0000
3132,dc3b,0000
3133,dc3c,0000
3134,dc3d,0000
3135,dc3e,0000
3136,dc3f,0000
3137,dc40,0000
3138,dc41,0000
3139,dc42,0000
3140,dc43,0000
3141,dc44,0000
3142,dc45,0000
3143,dc46,0000
3144,dc47,0000
3145,dc48,0000
3146,dc49,0000
3147,dc4a,0000
3148,dc4b,0000
3149,dc4c,0000
3150,dc4d,0000
3151,dc4e,0000
3152,dc4f,0000
3153,dc50,0000
3154,dc51,0000
3155,dc52,0000
3156,dc53,0000
3157,dc54,0000
3158,dc55,0000
3159,dc56,0000
3160,dc57,0000
3161,dc58,0000
3162,dc59,0000
3163,dc5a,0000
3164,dc5b,0000
3165,dc5c,0000
3166,dc5d,0000
3167,dc5e,0000
3168,dc5f,0000
3169,dc60,0000
3170,dc61,0000
3171,dc62,0000
3172,dc63,0000
3173,dc64,0000
3174,dc65,0000
3175,dc66,0000
3176,dc67,0000
3177,dc68,0000
3178,dc69,0000
3179,dc6a,0000
3180,dc6b,0000
3181,dc6c,0000
3182,dc6d,0000
3183,dc6e,0000
3184,dc6f,0000
3185,dc70,0000
3186,dc71,0000
3187,dc72,0000
3188,dc73,0000
3189,dc74,0000
3190,dc75,0000
3191,dc76,0000
3192,dc77,0000
3193,dc78,0000
3194,dc79,0000
3195,dc7a,0000
3196,dc7b,0000
3197,dc7c,0000
3198,dc7d,0000
3199,dc7e,0000
3200,dc7f,0000
3201,dc80,0000
3202,dc81,0000
3203,dc82,0000
3204,dc83,0000
3205,dc84,0000
3206,dc85,0000
3207,dc86,0000
3208,dc87,0000
3209,dc88,0000
3210,dc89,0000
3211,dc8a,0000
3212,dc8b,0000
3213,dc8c,0000
3214,dc8d,0000
3215,dc8e,0000
3216,dc8f,0000
3217,dc90,0000
3218,dc91,0000
3219,dc92,0000
3220,dc93,0000
3221,dc94,0000
3222,dc95,0000
3223,dc96,0000
3224,dc97,0000
3225,dc98,0000
3226,dc99,0000
3227,dc9a,0000
3228,dc9b,0000
3229,dc9c,0000
3230,dc9d,0000
3231,dc9e,0000
3232,dc9f,0000
3233,dca0,0000
3234,dca1,0000
3235,dca2,0000
3236,dca3,0000
3237,dca4,0000
3238,dca5,0000
3239,dca6,0000
3240,dca7,0000
3241,dca8,0000
3242,dca9,0000
3243,dcaa,0000
3244,dcab,0000
3245,dcac,0000
3246,dcad,0000
3247,dcae,0000
3248,dcaf,0000
3249,dcb0,0000
3250,dcb1,0000
3251,dcb2,0000
3252,dcb3,0000
3253,dcb4,0000
3254,dcb5,0000
3255,dcb6,0000
3256,dcb7,0000
3257,dcb8,0000
3258,dcb9,0000
3259,dcba,0000
3260,dcbb,0000
3261,dcbc,0000
3262,dcbd,0000
3263,dcbe,0000
3264,dcbf,0000
3265,dcc0,0000
3266,dcc1,0000
3267,dcc2,0000
3268,dcc3,0000
3269,dcc4,0000
3270,dcc5,0000
3271,dcc6,0000
3272,dcc7,0000
3273,dcc8,0000
3274,dcc9,0000
3275,dcca,0000
3276,dccb,0000
3277,dccc,0000
3278,dccd,0000
3279,dcce,0000
3280,dccf,0000
3281,dcd0,0000
3282,dcd1,0000
3283,dcd2,0000
3284,dcd3,0000
3285,dcd4,0000
3286,dcd5,0000
3287,dcd6,0000
3288,dcd7,0000
3289,dcd8,0000
3290,dcd9,0000
3291,dcda,0000
3292,dcdb,0000
3293,dcdc,0000
3294,dcdd,0000
3295,dcde,0000
3296,dcdf,0000
3297,dce0,0000
3298,dce1,0000
3299,dce2,0000
3300,dce3,0000
3301,dce4,0000
3302,dce5,0000
3303,dce6,0000
3304,dce7,0000
3305,dce8,0000
3306,dce9,0000
3307,dcea,0000
3308,dceb,0000
3309,dcec,0000
3310,dced,0000
3311,dcee,0000
3312,dcef,0000
3313,dcf0,0000
3314,dcf1,0000
3315,dcf2,0000
3316,dcf3,0000
3317,dcf4,0000
3318,dcf5,0000
3319,dcf6,0000
3320,dcf7,0000
3321,dcf8,0000
3322,dcf9,0000
3323,dcfa,0000
3324,dcfb,0000
3325,dcfc,0000
3326,dcfd,0000
3327,dcfe,0000
3328,dcff,0000
3329,dd00,0000
3330,dd01,0000
3331,dd02,0000
3332,dd03,0000
3333,dd04,00b2
3334,dd05,0001
3335,dd06,0000
3336,dd07,0000
3337,dd08,0000
3338,dd09,0000
3339,dd0a,0000
3340,dd0b,0010
3341,dd0c,001f
3342,dd0d,0000
3343,dd0e,0000
3344,dd0f,0000
3345,dd10,0000
3346,dd11,0000
3347,dd12,0000
3348,dd13,0000
3349,dd14,0000
3350,dd15,0000
3351,dd16,0000
3352,dd17,0000
3353,dd18,0000
3354,dd19,0000
3355,dd1a,0000
3356,dd1b,0000
3357,dd1c,0000
3358,dd1d,0000
3359,dd1e,0000
3360,dd1f,0000
3361,dd20,0000
3362,dd21,0000
3363,dd22,0000
3364,dd23,0000
3365,dd24,0000
3366,dd25,0000
3367,dd26,0000
3368,dd27,0000
3369,dd28,0000
3370,dd29,0000
3371,dd2a,0000
3372,dd2b,0000
3373,dd2c,0000
3374,dd2d,0000
3375,dd2e,0000
3376,dd2f,0000
3377,dd30,0000
3378,dd31,0000
3379,dd32,0000
3380,dd33,0000
3381,dd34,0000
3382,dd35,0000
3383,dd36,0000
3384,dd37,0000
3385,dd38,0000
3386,dd39,0000
3387,dd3a,0000
3388,dd3b,0000
3389,dd3c,0000
3390,dd3d,0000
3391,dd3e,0000
3392,dd3f,0000
3393,dd40,0000
3394,dd41,0000
3395,dd42,0000
3396,dd43,0000
3397,dd44,0000
3398,dd45,0000
3399,dd46,0000
3400,dd47,0000
3401,dd48,0000
3402,dd49,0000
3403,dd4a,0000
3404,dd4b,0000
3405,dd4c,0000
3406,dd4d,0000
3407,dd4e,0000
3408,dd4f,0000
3409,dd50,0000
3410,dd51,0000
3411,dd52,0000
3412,dd53,0000
3413,dd54,0000
3414,dd55,0000
3415,dd56,0000
3416,dd57,0000
3417,dd58,0000
3418,dd59,0000
3419,dd5a,0000
3420,dd5b,0000
3421,dd5c,0000
3422,dd5d,0000
3423,dd5e,0000
3424,dd5f,0000
3425,dd60,0000
3426,dd61,0000
3427,dd62,0000
3428,dd63,0000
3429,dd64,0000
3430,dd65,0000
3431,dd66,0000
3432,dd67,0000
3433,dd68,0000
3434,dd69,0000
3435,dd6a,0000
3436,dd6b,0000
3437,dd6c,0000
3438,dd6d,0000
3439,dd6e,0000
3440,dd6f,0000
3441,dd70,0000
3442,dd71,0000
3443,dd72,0000
3444,dd73,0000
3445,dd74,0000
3446,dd75,0000
3447,dd76,0000
3448,dd77,0000
3449,dd78,0000
3450,dd79,0000
3451,dd7a,0000
3452,dd7b,0000
3453,dd7c,0000
3454,dd7d,0000
3455,dd7e,0000
3456,dd7f,0000
3457,dd80,0000
3458,dd81,0000
3459,dd82,0000
3460,dd83,0000
3461,dd84,0000
3462,dd85,0000
3463,dd86,0000
3464,dd87,0000
3465,dd88,0000
3466,dd89,0000
3467,dd8a,0000
3468,dd8b,0000
3469,dd8c,0000
3470,dd8d,0000
3471,dd8e,0000
3472,dd8f,0000
3473,dd90,0000
3474,dd91,0000
3475,dd92,0000
3476,dd93,0000
3477,dd94,0000
3478,dd95,0000
3479,dd96,0000
3480,dd97,0000
3481,dd98,0000
3482,dd99,0000
3483,dd9a,0000
3484,dd9b,0000
3485,dd9c,0000
3486,dd9d,0000
3487,dd9e,0000
3488,dd9f,0000
3489,dda0,0000
3490,dda1,0000
3491,dda2,0000
3492,dda3,0000
3493,dda4,0000
3494,dda5,0000
3495,dda6,0000
3496,dda7,0000
3497,dda8,0000
3498,dda9,0000
3499,ddaa,0000
3500,ddab,0000
3501,ddac,0000
3502,ddad,0000
3503,ddae,0000
3504,ddaf,0000
3505,ddb0,0000
3506,ddb1,0000
3507,ddb2,0000
3508,ddb3,0000
3509,ddb4,0000
3510,ddb5,0000
3511,ddb6,0000
3512,ddb7,0000
3513,ddb8,0000
3514,ddb9,0000
3515,ddba,0000
3516,ddbb,0000
3517,ddbc,0000
3518,ddbd,0000
3519,ddbe,0000
3520,ddbf,0000
3521,ddc0,0000
3522,ddc1,0000
3523,ddc2,0000
3524,ddc3,0000
3525,ddc4,0000
3526,ddc5,0000
3527,ddc6,0000
3528,ddc7,0000
3529,ddc8,0000
3530,ddc9,0000
3531,ddca,0000
3532,ddcb,0000
3533,ddcc,0000
3534,ddcd,0000
3535,ddce,0000
3536,ddcf,0000
3537,ddd0,0000
3538,ddd1,0000
3539,ddd2,0000
3540,ddd3,0000
3541,ddd4,0000
3542,ddd5,0000
3543,ddd6,0000
3544,ddd7,0000
3545,ddd8,0000
3546,ddd9,0000
3547,ddda,0000
3548,dddb,0000
3549,dddc,0000
3550,dddd,0000
3551,ddde,0000
3552,dddf,0000
3553,dde0,0000
3554,dde1,0000
3555,dde2,0000
3556,dde3,0000
3557,dde4,0000
3558,dde5,0000
3559,dde6,0000
3560,dde7,0000
3561,dde8,0000
3562,dde9,0000
3563,ddea,0000
3564,ddeb,0000
3565,ddec,0000
3566,dded,0000
3567,ddee,0000
3568,ddef,0000
3569,ddf0,0000
3570,ddf1,0000
3571,ddf2,0000
3572,ddf3,0000
3573,ddf4,0000
3574,ddf5,0000
3575,ddf6,0000
3576,ddf7,0000
3577,ddf8,0000
3578,ddf9,0000
3579,ddfa,0000
3580,ddfb,0000
3581,ddfc,0000
3582,ddfd,0000
3583,ddfe,0000
3584,ddff,0000
3585,de00,0000
3586,de01,0001
3587,de02,0040
3588,de03,0000
3589,de04,0001
3590,de05,0040
3591,de06,0000
3592,de07,0000
3593,de08,0000
3594,de09,0000
3595,de0a,0000
3596,de0b,0000
3597,de0c,0000
3598,de0d,0000
3599,de0e,0000
3600,de0f,0000
3601,de10,0000
3602,de11,0000
3603,de12,0000
3604,de13,0000
3605,de14,0000
3606,de15,0000
3607,de16,0000
3608,de17,0000
3609,de18,0000
3610,de19,0000
3611,de1a,0000
3612,de1b,0000
3613,de1c,0000
3614,de1d,0000
3615,de1e,0000
3616,de1f,0000
3617,de20,0000
3618,de21,0000
3619,de22,0000
3620,de23,0000
3621,de24,0000
3622,de25,0000
3623,de26,0000
3624,de27,0000
3625,de28,0000
3626,de29,0000
3627,de2a,0000
3628,de2b,0000
3629,de2c,0000
3630,de2d,0000
3631,de2e,0000
3632,de2f,0000
3633,de30,0000
3634,de31,0000
3635,de32,0000
3636,de33,0000
3637,de34,0000
3638,de35,0000
3639,de36,0000
3640,de37,0000
3641,de38,0000
3642,de39,0000
3643,de3a,0000
3644,de3b,0000
3645,de3c,0000
3646,de3d,0000
3647,de3e,0000
3648,de3f,0000
3649,de40,0000
3650,de41,0000
3651,de42,0000
3652,de43,0000
3653,de44,0000
3654,de45,0000
3655,de46,0000
3656,de47,0000
3657,de48,0000
3658,de49,0000
3659,de4a,0000
3660,de4b,0000
3661,de4c,0000
3662,de4d,0000
3663,de4e,0000
3664,de4f,0000
3665,de50,0000
3666,de51,0000
3667,de52,0000
3668,de53,0000
3669,de54,0000
3670,de55,0000
3671,de56,0000
3672,de57,0000
3673,de58,0000
3674,de59,0000
3675,de5a,0000
3676,de5b,0000
3677,de5c,0000
3678,de5d,0000
3679,de5e,0000
3680,de5f,0000
3681,de60,0000
3682,de61,0000
3683,de62,0000
3684,de63,0000
3685,de64,0000
3686,de65,0000
3687,de66,0000
3688,de67,0000
3689,de68,0000
3690,de69,0000
3691,de6a,0000
3692,de6b,0000
3693,de6c,0000
3694,de6d,0000
3695,de6e,0000
3696,de6f,0000
3697,de70,0000
3698,de71,0000
3699,de72,0000
3700,de73,0000
3701,de74,0000
3702,de75,0000
3703,de76,0000
3704,de77,0000
3705,de78,0000
3706,de79,0000
3707,de7a,0000
3708,de7b,0000
3709,de7c,0000
3710,de7d,0000
3711,de7e,0000
3712,de7f,0000
3713,de80,0000
3714,de81,0000
3715,de82,0000
3716,de83,0000
3717,de84,0000
3718,de85,0000
3719,de86,0000
3720,de87,0000
3721,de88,0000
3722,de89,0000
3723,de8a,0000
3724,de8b,0000
3725,de8c,0000
3726,de8d,0000
3727,de8e,0000
3728,de8f,0000
3729,de90,0000
3730,de91,0000
3731,de92,0000
3732,de93,0000
3733,de94,0000
3734,de95,0000
3735,de96,0000
3736,de97,0000
3737,de98,0000
3738,de99,0000
3739,de9a,0000
3740,de9b,0000
3741,de9c,0000
3742,de9d,0000
3743,de9e,0000
3744,de9f,0000
3745,dea0,0000
3746,dea1,0000
3747,dea2,0000
3748,dea3,0000
3749,dea4,0000
3750,dea5,0000
3751,dea6,0000
3752,dea7,0000
3753,dea8,0000
3754,dea9,0000
3755,deaa,0000
3756,deab,0000
3757,deac,0000
3758,dead,0000
3759,deae,0000
3760,deaf,0000
3761,deb0,0000
3762,deb1,0000
3763,deb2,0000
3764,deb3,0000
3765,deb4,0000
3766,deb5,0000
3767,deb6,0000
3768,deb7,0000
3769,deb8,0000
3770,deb9,0000
3771,deba,0000
3772,debb,0000
3773,debc,0000
3774,debd,0000
3775,debe,0000
3776,debf,0000
3777,dec0,0000
3778,dec1,0000
3779,dec2,0000
3780,dec3,0000
3781,dec4,0000
3782,dec5,0000
3783,dec6,0000
3784,dec7,0000
3785,dec8,0000
3786,dec9,0000
3787,deca,0000
3788,decb,0000
3789,decc,0000
3790,decd,0000
3791,dece,0000
3792,decf,0000
3793,ded0,0000
3794,ded1,0000
3795,ded2,0000
3796,ded3,0000
3797,ded4,0000
3798,ded5,0000
3799,ded6,0000
3800,ded7,0000
3801,ded8,0000
3802,ded9,0000
3803,deda,0000
3804,dedb,0000
3805,dedc,0000
3806,dedd,0000
3807,dede,0000
3808,dedf,0000
3809,dee0,0000
3810,dee1,0000
3811,dee2,0000
3812,dee3,0000
3813,dee4,0000
3814,dee5,0000
3815,dee6,0000
3816,dee7,0000
3817,dee8,0000
3818,dee9,0000
3819,deea,0000
3820,deeb,0000
3821,deec,0000
3822,deed,0000
3823,deee,0000
3824,deef,0000
3825,def0,0000
3826,def1,0000
3827,def2,0000
3828,def3,0000
3829,def4,0000
3830,def5,0000
3831,def6,0000
3832,def7,0000
3833,def8,0000
3834,def9,0000
3835,defa,0000
3836,defb,0000
3837,defc,0000
3838,defd,0000
3839,defe,0000
3840,deff,0000
3841,df00,0000
3842,df01,0000
3843,df02,0000
3844,df03,0000
3845,df04,0000
3846,df05,0000
3847,df06,0000
3848,df07,0000
3849,df08,0000
3850,df09,0000
3851,df0a,0000
3852,df0b,0000
3853,df0c,0000
3854,df0d,0000
3855,df0e,0000
3856,df0f,0000
3857,df10,0000
3858,df11,0000
3859,df12,0000
3860,df13,0000
3861,df14,0000
3862,df15,0000
3863,df16,0000
3864,df17,0000
3865,df18,0000
3866,df19,0000
3867,df1a,0000
3868,df1b,0000
3869,df1c,0000
3870,df1d,0000
3871,df1e,0000
3872,df1f,0000
3873,df20,0000
3874,df21,0000
3875,df22,0000
3876,df23,0000
3877,df24,0000
3878,df25,0000
3879,df26,0000
3880,df27,0000
3881,df28,0000
3882,df29,0000
3883,df2a,0000
3884,df2b,0000
3885,df2c,0000
3886,df2d,0000
3887,df2e,0000
3888,df2f,0000
3889,df30,0000
3890,df31,0000
3891,df32,0000
3892,df33,0000
3893,df34,0000
3894,df35,0000
3895,df36,0000
3896,df37,0000
3897,df38,0000
3898,df39,0000
3899,df3a,0000
3900,df3b,0000
3901,df3c,0000
3902,df3d,0000
3903,df3e,0000
3904,df3f,0000
3905,df40,0000
3906,df41,0000
3907,df42,0000
3908,df43,0000
3909,df44,0000
3910,df45,0000
3911,df46,0000
3912,df47,0000
3913,df48,0000
3914,df49,0000
3915,df4a,0000
3916,df4b,0000
3917,df4c,0000
3918,df4d,0000
3919,df4e,0000
3920,df4f,0000
3921,df50,0000
3922,df51,0000
3923,df52,0000
3924,df53,0000
3925,df54,0000
3926,df55,0000
3927,df56,0000
3928,df57,0000
3929,df58,0000
3930,df59,0000
3931,df5a,0000
3932,df5b,0000
3933,df5c,0000
3934,df5d,0000
3935,df5e,0000
3936,df5f,0000
3937,df60,0000
3938,df61,0000
3939,df62,0000
3940,df63,0000
3941,df64,0000
3942,df65,0000
3943,df66,0000
3944,df67,0000
3945,df68,0000
3946,df69,0000
3947,df6a,0000
3948,df6b,0000
3949,df6c,0000
3950,df6d,0000
3951,df6e,0000
3952,df6f,0000
3953,df70,0000
3954,df71,0000
3955,df72,0000
3956,df73,0000
3957,df74,0000
3958,df75,0000
3959,df76,0000
3960,df77,0000
3961,df78,0000
3962,df79,0000
3963,df7a,0000
3964,df7b,0000
3965,df7c,0000
3966,df7d,0000
3967,df7e,0000
3968,df7f,0000
3969,df80,0000
3970,df81,0000
3971,df82,0000
3972,df83,0000
3973,df84,0000
3974,df85,0000
3975,df86,0000
3976,df87,0000
3977,df88,0000
3978,df89,0000
3979,df8a,0000
3980,df8b,0000
3981,df8c,0000
3982,df8d,0000
3983,df8e,0000
3984,df8f,0000
3985,df90,0000
3986,df91,0000
3987,df92,0000
3988,df93,0000
3989,df94,0000
3990,df95,0000
3991,df96,0000
3992,df97,0000
3993,df98,0000
3994,df99,0000
3995,df9a,0000
3996,df9b,0000
3997,df9c,0000
3998,df9d,0000
3999,df9e,0000
4000,df9f,0000
4001,dfa0,0000
4002,dfa1,0000
4003,dfa2,0000
4004,dfa3,0000
4005,dfa4,0000
4006,dfa5,0000
4007,dfa6,0000
4008,dfa7,0000
4009,dfa8,0000
4010,dfa9,0000
4011,dfaa,0000
4012,dfab,0000
4013,dfac,0000
4014,dfad,0000
4015,dfae,0000
4016,dfaf,0000
4017,dfb0,0000
4018,dfb1,0000
4019,dfb2,0000
4020,dfb3,0000
4021,dfb4,0000
4022,dfb5,0000
4023,dfb6,0000
4024,dfb7,0000
4025,dfb8,0000
4026,dfb9,0000
4027,dfba,0000
4028,dfbb,0000
4029,dfbc,0000
4030,dfbd,0000
4031,dfbe,0000
4032,dfbf,0000
4033,dfc0,0000
4034,dfc1,0000
4035,dfc2,0000
4036,dfc3,0000
4037,dfc4,0000
4038,dfc5,0000
4039,dfc6,0000
4040,dfc7,0000
4041,dfc8,0000
4042,dfc9,0000
4043,dfca,0000
4044,dfcb,0000
4045,dfcc,0000
4046,dfcd,0000
4047,dfce,0000
4048,dfcf,0000
4049,dfd0,0000
4050,dfd1,0000
4051,dfd2,0000
4052,dfd3,0000
4053,dfd4,0000
4054,dfd5,0000
4055,dfd6,0000
4056,dfd7,0000
4057,dfd8,0000
4058,dfd9,0000
4059,dfda,0000
4060,dfdb,0000
4061,dfdc,0000
4062,dfdd,0000
4063,dfde,0000
4064,dfdf,0000
4065,dfe0,0000
4066,dfe1,0000
4067,dfe2,0000
4068,dfe3,0000
4069,dfe4,0000
4070,dfe5,0000
4071,dfe6,0000
4072,dfe7,0000
4073,dfe8,0000
4074,dfe9,0000
4075,dfea,0000
4076,dfeb,0000
4077,dfec,0000
4078,dfed,0000
4079,dfee,0000
4080,dfef,0000
4081,dff0,0000
4082,dff1,0000
4083,dff2,0000
4084,dff3,0000
4085,dff4,0000
4086,dff5,0000
4087,dff6,0000
4088,dff7,0000
4089,dff8,0000
4090,dff9,0000
4091,dffa,0000
4092,dffb,0000
4093,dffc,0000
4094,dffd,0000
4095,dffe,0000
